id,title_bg,title_en,publisher,url,accessed_at,license_status,license_label
source-wikimedia-commons-andreygeorgiadi-house-plovdiv006-jpg,Wikimedia Commons — AndreyGeorgiadi house-Plovdiv006.jpg,Wikimedia Commons — AndreyGeorgiadi house-Plovdiv006.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:AndreyGeorgiadi_house-Plovdiv006.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-antique-theater-plovdiv-jpg,Wikimedia Commons — Antique-theater-plovdiv.jpg,Wikimedia Commons — Antique-theater-plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Antique-theater-plovdiv.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-atanaskrastevhouse-plovdiv002-jpg,Wikimedia Commons — AtanasKrastevHouse-Plovdiv002.jpg,Wikimedia Commons — AtanasKrastevHouse-Plovdiv002.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:AtanasKrastevHouse-Plovdiv002.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-bakalova-house-plovdiv011-jpg,Wikimedia Commons — Bakalova house-Plovdiv011.jpg,Wikimedia Commons — Bakalova house-Plovdiv011.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bakalova_house-Plovdiv011.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-basa-1735k-1-345-1-post-card-from-plovdiv-1900-jpg,"Wikimedia Commons — BASA-1735K-1-345-1-Post card from Plovdiv, 1900.jpg","Wikimedia Commons — BASA-1735K-1-345-1-Post card from Plovdiv, 1900.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:BASA-1735K-1-345-1-Post_card_from_Plovdiv%2C_1900.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-basa-3k-7-327-27-international-fair-plovdiv-1892-jpg,"Wikimedia Commons — BASA-3K-7-327-27-International Fair Plovdiv, 1892.jpg","Wikimedia Commons — BASA-3K-7-327-27-International Fair Plovdiv, 1892.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:BASA-3K-7-327-27-International_Fair_Plovdiv%2C_1892.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-bazilika-golyama2-jpg,Wikimedia Commons — Bazilika golyama2.jpg,Wikimedia Commons — Bazilika golyama2.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bazilika_golyama2.jpg,2026-06-19,open_license,CC BY 3.0
source-wikimedia-commons-birdas-house-plovdiv005-jpg,Wikimedia Commons — Birdas house-Plovdiv005.jpg,Wikimedia Commons — Birdas house-Plovdiv005.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Birdas_house-Plovdiv005.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-botev-plovdiv-stadium-jpg,Wikimedia Commons — Botev Plovdiv stadium.jpg,Wikimedia Commons — Botev Plovdiv stadium.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Botev_Plovdiv_stadium.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-bulgaria-bulgaria-0812-roman-odeon-7432938030-jpg,Wikimedia Commons — Bulgaria Bulgaria-0812 - Roman Odeon (7432938030).jpg,Wikimedia Commons — Bulgaria Bulgaria-0812 - Roman Odeon (7432938030).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bulgaria_Bulgaria-0812_-_Roman_Odeon_(7432938030).jpg,2026-06-19,open_license,CC BY-SA 2.0
source-wikimedia-commons-bulgaria-fortepan-8381-jpg,Wikimedia Commons — Bulgaria Fortepan 8381.jpg,Wikimedia Commons — Bulgaria Fortepan 8381.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bulgaria_Fortepan_8381.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-bulgarian-archives-state-agency,Wikimedia Commons — Българска държавна архивна агенция,Wikimedia Commons — Bulgarian Archives State Agency cooperation files,Wikimedia Commons,https://commons.wikimedia.org/wiki/Commons:Bulgarian_Archives_State_Agency,2026-06-19,open_license,"Wikimedia Commons file license, verify per file"
source-wikimedia-commons-bunardzik-jpg,Wikimedia Commons — Bunardzik.JPG,Wikimedia Commons — Bunardzik.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bunardzik.JPG,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-casa-hindliyan-01-5641181670-jpg,Wikimedia Commons — Casa Hindliyan - 01 (5641181670).jpg,Wikimedia Commons — Casa Hindliyan - 01 (5641181670).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Casa_Hindliyan_-_01_(5641181670).jpg,2026-06-19,open_license,CC BY-SA 2.0
source-wikimedia-commons-casa-nedkovich-1-5640619087-jpg,Wikimedia Commons — Casa Nedkovich - 1 (5640619087).jpg,Wikimedia Commons — Casa Nedkovich - 1 (5640619087).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Casa_Nedkovich_-_1_(5640619087).jpg,2026-06-19,open_license,CC BY-SA 2.0
source-wikimedia-commons-district-north-in-plovdiv-jpg,Wikimedia Commons — District North in Plovdiv.jpg,Wikimedia Commons — District North in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:District_North_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-dom-na-kulturata-boris-hristov-jpg,Wikimedia Commons — Дом на културата - Борис Христов.jpg,Wikimedia Commons — Дом на културата - Борис Христов.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%D0%94%D0%BE%D0%BC_%D0%BD%D0%B0_%D0%BA%D1%83%D0%BB%D1%82%D1%83%D1%80%D0%B0%D1%82%D0%B0_-_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE%D0%B2.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-draganmanchov-house-plovdiv001-jpg,Wikimedia Commons — DraganManchov house-Plovdiv001.jpg,Wikimedia Commons — DraganManchov house-Plovdiv001.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:DraganManchov_house-Plovdiv001.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-drrashopetrovhouse002-jpg,Wikimedia Commons — DrRashoPetrovHouse002.jpg,Wikimedia Commons — DrRashoPetrovHouse002.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:DrRashoPetrovHouse002.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-drsotirantoniadihouse-plovdiv03-jpg,Wikimedia Commons — DrSotirAntoniadiHouse-Plovdiv03.jpg,Wikimedia Commons — DrSotirAntoniadiHouse-Plovdiv03.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:DrSotirAntoniadiHouse-Plovdiv03.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-dsc01891a-jpg,Wikimedia Commons — Dsc01891a.jpg,Wikimedia Commons — Dsc01891a.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Dsc01891a.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-dzhambaztepe-1892-jpg,Wikimedia Commons — Dzhambaztepe 1892.jpg,Wikimedia Commons — Dzhambaztepe 1892.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Dzhambaztepe_1892.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-dzhendem-jpg,Wikimedia Commons — Dzhendem.jpg,Wikimedia Commons — Dzhendem.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Dzhendem.jpg,2026-06-19,open_license,CC BY-SA 2.0
source-wikimedia-commons-dzhumayata-jpg,Wikimedia Commons — Dzhumayata.jpg,Wikimedia Commons — Dzhumayata.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Dzhumayata.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-east-gate38-jpg,Wikimedia Commons — East gate38.jpg,Wikimedia Commons — East gate38.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:East_gate38.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-eirene-mosaics-3-jpg,Wikimedia Commons — Eirene mosaics 3.jpg,Wikimedia Commons — Eirene mosaics 3.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Eirene_mosaics_3.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-eleventh-of-may-square-plovdiv-jpg,"Wikimedia Commons — Eleventh of May Square, Plovdiv.jpg","Wikimedia Commons — Eleventh of May Square, Plovdiv.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Eleventh_of_May_Square%2C_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-encho-pironkov-gallery-plovdiv-jpg,Wikimedia Commons — Encho-Pironkov-Gallery-Plovdiv.jpg,Wikimedia Commons — Encho-Pironkov-Gallery-Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Encho-Pironkov-Gallery-Plovdiv.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-exarch-antim-first-school-in-plovdiv-jpg,Wikimedia Commons — Exarch Antim First School in Plovdiv.jpg,Wikimedia Commons — Exarch Antim First School in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Exarch_Antim_First_School_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-file-bulgaria-0813-roman-odeon-7432946560-jpg,Wikimedia Commons — File:Bulgaria-0813 - Roman Odeon (7432946560).jpg,Wikimedia Commons — File:Bulgaria-0813 - Roman Odeon (7432946560).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bulgaria-0813_-_Roman_Odeon_(7432946560).jpg,2026-06-19,open_license,CC BY-SA 2.0
source-wikimedia-commons-file-old-town3-jpg,Wikimedia Commons — File:Old town3.jpg,Wikimedia Commons — File:Old town3.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Old_town3.jpg,2026-06-19,open_license,CC BY 2.0
source-wikimedia-commons-file-pli-chalakovakashta002-jpg,Wikimedia Commons — File:PLI-ChalakovaKashta002.jpg,Wikimedia Commons — File:PLI-ChalakovaKashta002.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:PLI-ChalakovaKashta002.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-file-pli-hisarkapija001-jpg,Wikimedia Commons — File:PLI-HisarKapija001.jpg,Wikimedia Commons — File:PLI-HisarKapija001.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:PLI-HisarKapija001.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-file-plovdiv-saint-louis-cathedral-2024-02-jpg,"Wikimedia Commons — File:Plovdiv, Saint Louis cathedral 2024 02.jpg","Wikimedia Commons — File:Plovdiv, Saint Louis cathedral 2024 02.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Plovdiv,_Saint_Louis_cathedral_2024_02.jpg",2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-file-portra-artgallery001-jpg,Wikimedia Commons — File:Portra-ArtGallery001.jpg,Wikimedia Commons — File:Portra-ArtGallery001.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Portra-ArtGallery001.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-file-portra-mevlevihane004-jpg,Wikimedia Commons — File:Portra-MevleviHane004.jpg,Wikimedia Commons — File:Portra-MevleviHane004.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Portra-MevleviHane004.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-file-st-bogoroditza-plovdiv-jpg,Wikimedia Commons — File:St. Bogoroditza plovdiv.jpg,Wikimedia Commons — File:St. Bogoroditza plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:St._Bogoroditza_plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-file-st-george-armenian-church-jpg,Wikimedia Commons — File:St-George-Armenian-Church.jpg,Wikimedia Commons — File:St-George-Armenian-Church.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:St-George-Armenian-Church.jpg,2026-06-19,open_license,CC BY-SA 3.0
source-wikimedia-commons-file-turkish-ancient-baths-plovdiv-jpg,Wikimedia Commons — File:Turkish ancient baths Plovdiv.jpg,Wikimedia Commons — File:Turkish ancient baths Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Turkish_ancient_baths_Plovdiv.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-filibosnishanyan-house-plovdiv006-jpg,Wikimedia Commons — FilibosNishanyan house-Plovdiv006.jpg,Wikimedia Commons — FilibosNishanyan house-Plovdiv006.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:FilibosNishanyan_house-Plovdiv006.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-fontan-plovdiv-jpg,Wikimedia Commons — Fontan plovdiv.jpg,Wikimedia Commons — Fontan plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Fontan_plovdiv.jpg,2026-06-19,open_license,CC BY 2.0
source-wikimedia-commons-geo-milev-school-plovdiv-1-jpg,"Wikimedia Commons — Geo Milev School, Plovdiv 1.jpg","Wikimedia Commons — Geo Milev School, Plovdiv 1.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Geo_Milev_School%2C_Plovdiv_1.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-georgi-hadzhi-nikolaidi-house-plovdiv006-jpg,Wikimedia Commons — Georgi hadzhi Nikolaidi House-Plovdiv006.jpg,Wikimedia Commons — Georgi hadzhi Nikolaidi House-Plovdiv006.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Georgi_hadzhi_Nikolaidi_House-Plovdiv006.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-georgibojilovhouse1-jpg,Wikimedia Commons — GeorgiBojilovHouse1.jpg,Wikimedia Commons — GeorgiBojilovHouse1.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:GeorgiBojilovHouse1.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-georgibojilovhouse2-jpg,Wikimedia Commons — GeorgiBojilovHouse2.jpg,Wikimedia Commons — GeorgiBojilovHouse2.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:GeorgiBojilovHouse2.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-georgiyovchevhouse-plovdiv011-jpg,Wikimedia Commons — GeorgiYovchevHouse-Plovdiv011.jpg,Wikimedia Commons — GeorgiYovchevHouse-Plovdiv011.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:GeorgiYovchevHouse-Plovdiv011.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-glavnata2-jpg,Wikimedia Commons — Glavnata2.jpg,Wikimedia Commons — Glavnata2.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Glavnata2.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-grain-market-square-in-plovdiv-jpg,Wikimedia Commons — Grain Market Square in Plovdiv.jpg,Wikimedia Commons — Grain Market Square in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Grain_Market_Square_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-green-bridge-in-plovdiv-jpg,Wikimedia Commons — Green Bridge in Plovdiv.jpg,Wikimedia Commons — Green Bridge in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Green_Bridge_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-hadzhidragankaloferetsahouse-plovdiv001-jpg,Wikimedia Commons — HadzhiDraganKaloferetsaHouse-Plovdiv001.jpg,Wikimedia Commons — HadzhiDraganKaloferetsaHouse-Plovdiv001.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:HadzhiDraganKaloferetsaHouse-Plovdiv001.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-historical-images-plovdiv,Wikimedia Commons — исторически изображения на Пловдив,Wikimedia Commons — Historical images of Plovdiv,Wikimedia Commons,https://commons.wikimedia.org/wiki/Category:Historical_images_of_Plovdiv,2026-06-19,open_license,"Wikimedia Commons file license, verify per file"
source-wikimedia-commons-hospital-st-josif-plovdiv-jpg,"Wikimedia Commons — Hospital St Josif, Plovdiv.jpg","Wikimedia Commons — Hospital St Josif, Plovdiv.jpg",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Hospital_St_Josif%2C_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-house-of-hristo-g-danov-jpg,Wikimedia Commons — House of Hristo G. Danov.jpg,Wikimedia Commons — House of Hristo G. Danov.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:House_of_Hristo_G._Danov.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-house-of-staynov-in-plovdiv-jpg,Wikimedia Commons — House of Staynov in Plovdiv.jpg,Wikimedia Commons — House of Staynov in Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:House_of_Staynov_in_Plovdiv.jpg,2026-06-19,open_license,Public domain
source-wikimedia-commons-house-with-nymphs-plovdiv003-jpg,Wikimedia Commons — House with nymphs-Plovdiv003.jpg,Wikimedia Commons — House with nymphs-Plovdiv003.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:House_with_nymphs-Plovdiv003.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-house-with-the-locket-plovdiv08-jpg,Wikimedia Commons — House with the locket-Plovdiv08.jpg,Wikimedia Commons — House with the locket-Plovdiv08.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:House_with_the_locket-Plovdiv08.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-housewiththeheads-plovdiv03-jpg,Wikimedia Commons — HouseWithTheHeads-Plovdiv03.jpg,Wikimedia Commons — HouseWithTheHeads-Plovdiv03.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:HouseWithTheHeads-Plovdiv03.jpg,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-hristo-botev-stadium-plovdiv-tb-jpg,Wikimedia Commons — Hristo Botev Stadium Plovdiv TB.JPG,Wikimedia Commons — Hristo Botev Stadium Plovdiv TB.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Hristo_Botev_Stadium_Plovdiv_TB.JPG,2026-06-19,open_license,CC BY-SA 4.0
source-wikimedia-commons-imaret-mosque-plovdiv-jpg,Wikimedia Commons — Imaret-Mosque-Plovdiv.jpg,Wikimedia Commons — Imaret-Mosque-Plovdiv.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Imaret-Mosque-Plovdiv.jpg,2026-06-19,open_license,CC BY 2.0
source-wikimedia-commons-internationa-fair-plovdiv-front-jpg,Wikimedia Commons — Internationa Fair Plovdiv Front.jpg,Wikimedia Commons — Internationa Fair Plovdiv Front.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Internationa_Fair_Plovdiv_Front.jpg,2026-06-19,open_license,Public domain
